procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 64730204 143880 1081552    0    0     0    12 30216 268698 19 12 69  0  0
 7  0      0 64730540 143880 1081552    0    0     0     2 28857 256550 18 12 70  0  0
10  0      0 64729840 143880 1081584    0    0     0     6 30506 272155 19 12 69  0  0
10  0      0 64730964 143880 1081552    0    0     0    21 29582 262823 19 12 69  0  0
16  0      0 64714036 143880 1081584    0    0     0    18 29510 263043 19 12 69  0  0
14  0      0 64729756 143884 1081552    0    0     0     8 30867 274112 20 12 68  0  0
 7  0      0 64730564 143884 1081596    0    0     0     6 29526 263748 19 12 69  0  0
 9  0      0 64729512 143888 1081596    0    0     0     2 30231 268503 19 12 69  0  0
11  0      0 64729892 143892 1081596    0    0     0    12 30273 270146 19 12 69  0  0
14  0      0 64730872 143900 1081596    0    0     0    15 29330 262866 19 12 69  0  0
 9  0      0 64730048 143908 1081596    0    0     0    12 31047 275830 20 12 68  0  0
11  0      0 64714188 143908 1081628    0    0     0    10 30069 269917 19 12 69  0  0
13  0      0 64728904 143908 1081600    0    0     0    15 30065 269637 19 12 69  0  0
12  0      0 64728912 143908 1081604    0    0     0     0 30821 277074 20 12 68  0  0
13  0      0 64729564 143912 1081604    0    0     0    12 30937 275666 19 12 68  0  0
 9  0      0 64706480 143916 1081636    0    0     0    12 30500 273206 20 12 69  0  0
 8  0      0 64729056 143920 1081604    0    0     0    16 29603 265728 19 12 69  0  0
 8  0      0 64728488 143924 1081604    0    0     0    12 30648 275141 19 12 68  0  0
14  0      0 64727884 143924 1081604    0    0     0     3 31037 275155 20 12 68  0  0
 4  0      0 64727740 143928 1081640    0    0     0    12 31082 276328 20 12 68  0  0
 3  0      0 64712848 143936 1081608    0    0     0     9 29663 263745 19 12 69  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 64728004 143936 1081608    0    0     0    15 30690 272478 19 12 69  0  0
12  0      0 64729124 143936 1081608    0    0     0    12 31076 276847 20 12 69  0  0
 4  0      0 64727440 143940 1081608    0    0     0    12 30826 273330 19 12 69  0  0
12  0      0 64692968 143944 1081640    0    0     0    10 29800 266750 19 12 69  0  0
17  0      0 64727672 143948 1081604    0    0     0     9 30360 270062 19 12 69  0  0
 4  0      0 64727232 143948 1081616    0    0     0     6 31073 274574 20 12 69  0  0
 7  0      0 64728260 143952 1081616    0    0     0    15 30835 275057 19 12 69  0  0
14  0      0 64727268 143952 1081720    0    0     0    12 31058 274309 20 12 69  0  0
 8  0      0 64727928 143952 1081656    0    0     0    12 29402 262284 19 12 69  0  0
 5  0      0 64728752 143952 1081656    0    0     0    12 30996 275143 20 12 68  0  0
 5  0      0 64728528 143956 1081656    0    0     0    10 30894 275029 20 12 68  0  0
 7  0      0 64727868 143956 1081688    0    0     0     0 31093 275430 20 12 68  0  0
 6  0      0 64710496 143960 1081660    0    0     0    22 29767 266477 19 12 69  0  0
 7  0      0 64731104 143964 1081660    0    0     0    12 30513 269612 19 12 69  0  0
10  0      0 64730172 143964 1081660    0    0     0     9 31061 275171 20 12 68  0  0
 8  0      0 64727976 143964 1081660    0    0     0     6 30916 275146 20 12 68  0  0
22  0      0 64709692 143968 1081692    0    0     0     9 30171 272478 19 12 69  0  0
 6  0      0 64729224 143972 1081656    0    0     0     6 29713 265501 19 12 69  0  0
15  0      0 64728944 143972 1081664    0    0     0    13 30908 276036 19 12 68  0  0
15  0      0 64728692 143972 1081664    0    0     0    14 31172 276945 20 12 68  0  0
 5  0      0 64725712 143976 1081696    0    0     0    12 31070 276465 20 12 68  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0      0 64709204 143980 1081668    0    0     0    13 29726 263849 19 12 69  0  0
11  0      0 64728836 143980 1081668    0    0     0     9 30924 275017 19 12 69  0  0
13  0      0 64727852 143980 1081668    0    0     0     0 30670 272786 19 12 68  0  0
 9  0      0 64728392 143984 1081668    0    0     0    20 30890 275562 19 12 69  0  0
13  0      0 64695492 143988 1081672    0    0     0     9 30111 267685 19 12 69  0  0
14  0      0 64731316 143992 1081672    0    0     0    15 30210 267841 19 12 69  0  0
12  0      0 64729924 143992 1081672    0    0     0    12 30864 276320 20 12 68  0  0
 9  0      0 64730196 143992 1081672    0    0     0     9 31007 274256 20 12 68  0  0
11  0      0 64725088 143992 1081744    0    0     0     0 30813 274964 20 12 68  0  0
