procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 64002268 149576 1133956    0    0     0     0    6    5 13  7 80  0  0
 3  0      0 61492376 149576 1134344    0    0     0    79 35060 81556 40  9 51  0  0
27  0      0 59795720 149576 1134312    0    0     0     0 36666 118789 25 13 62  0  0
 1  0      0 59364992 149576 1134312    0    0     0     6 38532 116246 31 12 58  0  0
31  0      0 59108216 149576 1134312    0    0     0     9 36067 119314 23 12 66  0  0
17  0      0 59001616 149576 1134344    0    0     0     6 37827 128494 23 12 65  0  0
26  0      0 59009748 149576 1134312    0    0     0     8 34990 129062 16 12 72  0  0
 1  0      0 58925056 149576 1134316    0    0     0    64 36338 133890 17 13 71  0  0
 0  0      0 58929140 149576 1134316    0    0     0    15 35705 131730 16 12 72  0  0
 3  0      0 58900468 149576 1134348    0    0     0     6 36377 131629 16 12 71  0  0
 1  0      0 58911796 149576 1134316    0    0     0     6 34736 128338 15 12 73  0  0
32  0      0 58905564 149576 1134316    0    0     0     0 35728 131509 16 12 72  0  0
 5  0      0 58905992 149576 1134320    0    0     0    14 33702 127633 14 12 74  0  0
15  0      0 58902492 149576 1134348    0    0     0    17 34409 124438 16 12 72  0  0
 0  0      0 58884660 149576 1134384    0    0     0    44 36577 128824 17 12 71  0  0
 1  0      0 58885364 149576 1134384    0    0     0    11 37292 127770 17 12 71  0  0
 3  0      0 58897864 149576 1134352    0    0     0     9 37037 130878 17 12 71  0  0
25  0      0 58899840 149576 1134352    0    0     0     0 36631 126194 17 12 71  0  0
24  0      0 58878892 149576 1134384    0    0     0     0 36307 127184 17 12 71  0  0
 1  0      0 58880548 149576 1134424    0    0     0     6 36980 129423 17 12 71  0  0
 8  0      0 58893532 149576 1134392    0    0     0    30 37393 130874 17 12 71  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 58899512 149576 1134396    0    0     0    18 35604 128082 17 12 72  0  0
 4  0      0 58880736 149576 1134428    0    0     0     8 36448 130185 16 12 72  0  0
 1  0      0 58888004 149576 1134428    0    0     0     6 36940 128340 17 12 70  0  0
31  0      0 58899760 149576 1134396    0    0     0     6 36553 127381 17 12 71  0  0
15  0      0 58907624 149576 1134396    0    0     0     0 35843 124157 16 12 72  0  0
 3  0      0 58897816 149576 1134396    0    0     0     0 36292 124172 16 12 71  0  0
 2  0      0 58917864 149576 1134432    0    0     0    32 36206 126443 16 12 72  0  0
 1  0      0 58947372 149576 1134400    0    0     0    11 36548 129176 16 12 71  0  0
 0  0      0 58967888 149576 1134400    0    0     0    14 36490 131138 16 12 71  0  0
17  0      0 58973940 149576 1134400    0    0     0     2 36322 129536 16 12 72  0  0
 2  0      0 58986380 149576 1134400    0    0     0     0 37091 125765 17 12 71  0  0
22  0      0 58994552 149576 1134400    0    0     0     6 36712 127324 17 12 71  0  0
 9  0      0 59013780 149576 1134400    0    0     0    28 36227 132832 16 12 72  0  0
47  0      0 59030020 149576 1134404    0    0     0     5 34879 126540 16 12 72  0  0
28  0      0 59037512 149576 1134404    0    0     0    17 36402 126259 17 12 71  0  0
 1  0      0 59044688 149576 1134404    0    0     0     6 36285 124480 16 12 72  0  0
 0  0      0 59064664 149576 1134404    0    0     0     4 35942 125108 17 12 71  0  0
 1  0      0 59076060 149576 1134404    0    0     0     0 36433 126253 17 12 71  0  0
 1  0      0 59063356 149576 1134436    0    0     0     0 36500 123501 17 12 71  0  0
 1  0      0 59078656 149576 1134436    0    0     0    37 36355 131376 16 12 72  0  0
 2  0      0 59103024 149576 1134448    0    0     0    12 35799 130251 15 12 73  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 59116776 149576 1134448    0    0     0    10 34257 128012 15 12 73  0  0
 1  0      0 59106632 149576 1134484    0    0     0     2 34598 128041 14 12 74  0  0
 1  0      0 59113916 149576 1134484    0    0     0     6 35063 129901 15 12 73  0  0
 1  0      0 59134272 149576 1134452    0    0     0     0 35914 126095 17 12 71  0  0
52  0      0 59144560 149576 1134452    0    0     0     6 35870 123649 17 12 71  0  0
24  0      0 59146852 149576 1134456    0    0     0    28 38260 127710 18 12 70  0  0
34  0      0 59124288 149576 1134488    0    0     0    11 37067 127331 17 12 70  0  0
 2  0      0 59147604 149576 1134456    0    0     0    13 37533 128570 18 12 70  0  0
41  0      0 59148920 149576 1134456    0    0     0     6 38460 132584 18 12 70  0  0
 7  0      0 59150172 149576 1134456    0    0     0     6 38893 132418 18 13 69  0  0
11  0      0 59130180 149576 1134488    0    0     0     0 36520 124778 17 12 71  0  0
 7  0      0 59157064 149576 1134456    0    0     0     9 35837 125622 17 12 71  0  0
 1  0      0 59155872 149576 1134460    0    0     0    32 36644 127581 17 12 71  0  0
 1  0      0 59158588 149576 1134460    0    0     0    10 37963 131390 17 12 70  0  0
19  0      0 59162888 149576 1134492    0    0     0    14 38183 130337 18 12 70  0  0
40  0      0 59174676 149576 1134464    0    0     0     6 36153 128423 16 12 72  0  0
 1  0      0 59174608 149576 1134464    0    0     0     0 37409 129027 18 12 70  0  0
 0  0      0 59176412 149576 1134464    0    0     0     6 37954 129936 18 12 69  0  0
45  0      0 59181944 149576 1134464    0    0     0     6 37152 128264 17 12 71  0  0
35  0      0 59170652 149576 1134500    0    0     0    31 36019 125834 17 12 71  0  0
33  0      0 59197876 149576 1134468    0    0     0     8 37317 126831 17 12 71  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 59197772 149576 1134508    0    0     0     6 37151 125287 17 12 71  0  0
 2  0      0 59207788 149576 1134508    0    0     0     9 37410 127562 17 12 71  0  0
 3  0      0 59195552 149576 1134532    0    0     0    13 36630 127263 17 12 71  0  0
 1  0      0 59215968 149576 1134500    0    0     0     6 36660 126541 17 12 71  0  0
 0  0      0 59224136 149576 1134504    0    0     0     0 37095 129445 17 12 70  0  0
11  0      0 59223520 149576 1134504    0    0     0    31 37210 130108 17 12 71  0  0
45  0      0 59205068 149576 1134536    0    0     0    14 36059 120209 17 12 72  0  0
 2  0      0 59235220 149576 1134504    0    0     0    14 36938 127148 17 12 71  0  0
 0  0      0 59242604 149576 1134504    0    0     0     0 38465 131757 18 13 70  0  0
36  0      0 59247924 149576 1134504    0    0     0     6 35848 122337 17 12 71  0  0
 3  0      0 59229244 149576 1134536    0    0     0     2 35190 123375 17 12 71  0  0
18  0      0 59253772 149576 1134508    0    0     0     6 36691 123788 17 12 71  0  0
42  0      0 59257452 149576 1134508    0    0     0    26 36742 129072 17 12 71  0  0
 9  0      0 59238244 149576 1134540    0    0     0    16 36025 127349 17 12 71  0  0
22  0      0 59258868 149576 1134508    0    0     0     7 35946 130247 16 12 72  0  0
15  0      0 59266556 149576 1134508    0    0     0     6 34576 129284 15 12 73  0  0
 3  0      0 59246904 149576 1134540    0    0     0     0 34399 128142 14 12 74  0  0
 1  0      0 59271692 149576 1134508    0    0     0     6 35177 128700 15 12 73  0  0
 1  0      0 59275560 149576 1134512    0    0     0     3 34747 129604 15 12 73  0  0
35  0      0 59260212 149576 1134544    0    0     0    31 35032 129629 15 12 73  0  0
 0  0      0 59290704 149576 1134512    0    0     0     8 35798 131260 16 13 72  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 59289324 149576 1134512    0    0     0     6 35204 129940 15 12 73  0  0
15  0      0 59270004 149576 1134588    0    0     0     0 34220 127446 15 12 73  0  0
19  0      0 59291976 149576 1134556    0    0     0     6 35311 130358 15 12 73  0  0
 2  0      0 59292668 149576 1134556    0    0     0     8 34342 129736 15 12 73  0  0
 2  0      0 59286756 149576 1134592    0    0     0     0 34230 128404 15 12 73  0  0
 1  0      0 59301980 149576 1134560    0    0     0    38 35385 130224 15 12 73  0  0
 1  0      0 59309292 149576 1134560    0    0     0     8 34960 130172 15 12 73  0  0
25  0      0 59299056 149576 1134560    0    0     0     7 34797 129308 15 12 73  0  0
 2  0      0 59296620 149576 1134592    0    0     0     6 36611 131057 16 12 71  0  0
25  0      0 59317920 149576 1134560    0    0     0     0 35240 129399 15 12 73  0  0
23  0      0 59324336 149576 1134596    0    0     0     9 36546 133816 16 12 72  0  0
14  0      0 59332224 149576 1134564    0    0     0     6 35363 130349 15 12 73  0  0
 2  0      0 59339792 149576 1134564    0    0     0    32 36122 131745 16 12 72  0  0
26  0      0 59344240 149576 1134564    0    0     0     8 37049 134043 16 13 71  0  0
 2  0      0 59324680 149576 1134596    0    0     0     6 36576 128662 16 12 72  0  0
35  0      0 59348828 149576 1134564    0    0     0     6 37374 129143 17 12 71  0  0
 9  0      0 59363992 149576 1134568    0    0     0     0 38201 132595 18 12 70  0  0
13  0      0 59373940 149576 1134572    0    0     0    13 37401 130275 18 12 69  0  0
 1  0      0 59381568 149576 1134604    0    0     0    34 36850 128587 18 12 70  0  0
 4  0      0 59373096 149576 1134572    0    0     0    14 36068 129415 17 12 71  0  0
 3  0      0 59407184 149576 1134572    0    0     0     8 37646 130071 18 12 70  0  0
