procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 64621924 146092 1102096    0    0     0    11 104422 636862 64 22 14  0  0
 9  0      0 64643484 146092 1102100    0    0     0     6 30567 272258 20 12 68  0  0
10  0      0 64641100 146096 1102100    0    0     0    20 30862 274308 20 12 68  0  0
11  0      0 64644008 146100 1102100    0    0     0     9 29311 262831 19 12 69  0  0
 4  0      0 64647436 146104 1102100    0    0     0     6 29388 264378 19 12 69  0  0
16  0      0 64630656 146104 1102136    0    0     0     9 29501 264151 19 12 69  0  0
 7  0      0 64647180 146112 1102104    0    0     0    12 30785 274561 20 12 68  0  0
15  0      0 64648948 146112 1102104    0    0     0     9 29602 263741 19 12 69  0  0
 7  0      0 64635660 146112 1102104    0    0     0    14 29445 263318 19 12 69  0  0
 6  0      0 64649848 146116 1102136    0    0     0    14 30675 273510 20 12 69  0  0
 1  0      0 64649592 146120 1102104    0    0     0     9 29788 264752 19 12 69  0  0
 4  0      0 64636416 146120 1102104    0    0     0     2 29490 263252 19 12 69  0  0
15  0      0 64649908 146120 1102108    0    0     0    10 30453 272711 19 12 69  0  0
 8  0      0 64650644 146120 1102108    0    0     0     9 29821 263967 19 12 69  0  0
13  0      0 64634860 146124 1102140    0    0     0    12 29716 264693 19 12 69  0  0
13  0      0 64652704 146128 1102108    0    0     0    12 30590 273000 20 12 69  0  0
 3  0      0 64652480 146132 1102108    0    0     0     9 29522 264020 19 12 69  0  0
 5  0      0 64637108 146136 1102140    0    0     0    14 29653 263135 19 12 69  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 64653372 146136 1102140    0    0     0    16 30607 274688 20 12 68  0  0
 3  0      0 64655176 146136 1102112    0    0     0     9 29696 263184 19 12 69  0  0
 9  0      0 64639440 146136 1102112    0    0     0     3 29454 264593 19 12 69  0  0
14  0      0 64656380 146136 1102144    0    0     0    18 30512 274207 20 12 68  0  0
 8  0      0 64658476 146136 1102152    0    0     0     6 29723 263203 19 12 69  0  0
 7  0      0 64643856 146136 1102152    0    0     0     9 29637 264848 19 12 69  0  0
 9  0      0 64658192 146140 1102152    0    0     0    17 30723 272119 20 12 68  0  0
11  0      0 64658956 146140 1102152    0    0     0     3 31065 274808 20 12 68  0  0
14  0      0 64638332 146140 1102188    0    0     0     9 30474 272211 20 12 68  0  0
 8  0      0 64659352 146140 1102156    0    0     0    18 29833 266464 19 12 69  0  0
 4  0      0 64659336 146140 1102156    0    0     0     6 31123 273342 20 12 68  0  0
 6  0      0 64660588 146140 1102156    0    0     0     3 30959 276477 20 12 68  0  0
 3  0      0 64661040 146144 1102188    0    0     0    22 31181 277964 20 12 68  0  0
 9  0      0 64661500 146152 1102156    0    0     0    10 29397 264892 19 12 69  0  0
10  0      0 64660752 146156 1102160    0    0     0     9 30849 275943 20 12 68  0  0
 4  0      0 64662200 146156 1102160    0    0     0    10 30924 275926 20 12 68  0  0
 7  0      0 64662176 146156 1102160    0    0     0     9 31113 276126 20 12 68  0  0
 8  0      0 64660400 146160 1102160    0    0     0     9 30157 268994 19 12 69  0  0
12  0      0 64662400 146164 1102160    0    0     0    15 30189 268635 19 12 69  0  0
18  0      0 64663640 146164 1102160    0    0     0    12 30915 274217 20 12 68  0  0
 6  0      0 64663704 146168 1102164    0    0     0    10 30929 275533 20 12 68  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 64662244 146172 1102200    0    0     0     9 30922 274525 20 12 69  0  0
 5  0      0 64664500 146176 1102168    0    0     0    15 29474 262731 19 12 69  0  0
 7  0      0 64666096 146176 1102168    0    0     0     3 31015 276827 20 12 68  0  0
12  0      0 64664696 146184 1102168    0    0     0    18 31192 277142 20 12 68  0  0
 6  0      0 64664624 146192 1102204    0    0     0    10 31061 275860 20 12 68  0  0
15  0      0 64645308 146192 1102212    0    0     0     6 30000 265994 19 12 69  0  0
 6  0      0 64667292 146196 1102212    0    0     0    14 30611 272329 20 12 68  0  0
15  0      0 64668004 146196 1102216    0    0     0    15 31119 275331 20 12 68  0  0
 9  0      0 64665868 146196 1102248    0    0     0     3 31013 275497 20 12 68  0  0
 8  0      0 64629296 146196 1102216    0    0     0    15 30030 269838 19 12 69  0  0
 8  0      0 64669992 146196 1102216    0    0     0     9 30158 268095 19 12 69  0  0
