procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 59399096 142312 1073168    0    0     0    10 45657 169361 27 13 60  0  0
 3  0      0 59383260 142312 1073136    0    0     0     6 44648 165339 26 13 61  0  0
 5  0      0 59400300 142312 1073136    0    0     0     0 39051 200430 22 14 65  0  0
18  0      0 59400424 142312 1073136    0    0     0     6 40146 208838 22 14 64  0  0
19  0      0 59399484 142316 1073136    0    0     0     6 39200 200593 22 14 64  0  0
 6  0      0 59380328 142320 1073168    0    0     0     6 38767 197681 22 14 65  0  0
40  0      0 59399040 142324 1073140    0    0     0    52 40500 189133 23 13 64  0  0
 0  0      0 59398452 142328 1073172    0    0     0    19 45498 169912 27 13 60  0  0
 0  0      0 59401280 142328 1073172    0    0     0    13 44999 166686 27 13 60  0  0
 2  0      0 59396576 142328 1073172    0    0     0     0 46350 172703 27 13 59  0  0
 0  0      0 59400296 142328 1073172    0    0     0     9 47158 175612 27 14 59  0  0
 6  0      0 59401204 142332 1073172    0    0     0     6 46010 171158 27 14 59  0  0
 1  0      0 59398664 142332 1073172    0    0     0    31 45974 170587 27 14 59  0  0
 1  0      0 59397408 142332 1073176    0    0     0    12 47572 178826 28 14 58  0  0
 5  0      0 59397532 142332 1073176    0    0     0     6 46539 174081 28 13 59  0  0
 1  0      0 59399144 142332 1073176    0    0     0     6 44986 166626 27 13 60  0  0
 1  0      0 59399132 142332 1073176    0    0     0     5 45704 168996 27 13 60  0  0
26  0      0 59396796 142344 1073168    0    0     0    10 46785 176086 28 14 59  0  0
11  0      0 59396416 142344 1073176    0    0     0    20 47038 176685 28 14 58  0  0
40  0      0 59399084 142344 1073176    0    0     0    26 45621 168385 27 13 59  0  0
 1  0      0 59399484 142348 1073220    0    0     0     6 45241 166265 27 13 60  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
46  0      0 59398652 142348 1073252    0    0     0     0 46486 171072 27 13 59  0  0
 4  0      0 59400896 142352 1073228    0    0     0     6 46660 171776 27 13 59  0  0
16  0      0 59410212 142352 1073228    0    0     0    15 45980 172139 27 14 59  0  0
 1  0      0 59411188 142352 1073228    0    0     0     0 45651 170115 27 13 60  0  0
 3  0      0 59393648 142352 1073260    0    0     0    22 45934 168852 27 13 60  0  0
10  0      0 59395732 142352 1073264    0    0     0    24 46209 172371 27 13 59  0  0
17  0      0 59418588 142352 1073232    0    0     0     9 46932 176383 27 13 59  0  0
42  0      0 59423900 142352 1073232    0    0     0     2 45846 168567 27 13 59  0  0
 8  0      0 59408696 142352 1073232    0    0     0     0 45722 168072 27 13 60  0  0
47  0      0 59416204 142352 1073232    0    0     0     6 46523 174207 28 13 59  0  0
 0  0      0 59432392 142352 1073232    0    0     0     6 46202 171412 27 13 59  0  0
 2  0      0 59438252 142352 1073232    0    0     0    38 44840 165491 27 13 60  0  0
 4  0      0 59442020 142356 1073236    0    0     0    10 44891 165954 26 13 61  0  0
 0  0      0 59446452 142356 1073236    0    0     0     3 46256 172625 28 13 59  0  0
 0  0      0 59450172 142360 1073236    0    0     0     9 46266 171000 27 13 60  0  0
 0  0      0 59453556 142360 1073236    0    0     0     6 46238 171502 27 14 59  0  0
15  0      0 59456688 142360 1073236    0    0     0     2 44897 164911 27 13 60  0  0
 1  0      0 59434980 142360 1073268    0    0     0    30 45761 169729 27 13 59  0  0
 1  0      0 59464824 142360 1073268    0    0     0    14 45554 165966 27 13 60  0  0
 0  0      0 59465320 142364 1073240    0    0     0    10 45917 169396 27 13 59  0  0
 9  0      0 59470176 142368 1073236    0    0     0     6 45668 169748 27 14 59  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 59472304 142368 1073280    0    0     0     0 48742 183703 28 14 58  0  0
22  0      0 59477360 142368 1073280    0    0     0     6 43261 193356 25 13 62  0  0
 3  0      0 59473452 142372 1073312    0    0     0    26 39294 204221 22 14 65  0  0
28  0      0 59459176 142380 1073280    0    0     0    10 38337 196678 22 14 65  0  0
 4  0      0 59482772 142380 1073284    0    0     0    10 46118 184737 28 14 59  0  0
 9  0      0 59484892 142388 1073284    0    0     0     9 49066 186178 29 14 57  0  0
 1  0      0 59484992 142392 1073316    0    0     0     9 47097 176197 27 13 59  0  0
 3  0      0 59473764 142396 1073284    0    0     0     6 44682 164579 26 13 61  0  0
52  0      0 59491668 142396 1073284    0    0     0    14 45173 167847 27 13 60  0  0
38  0      0 59490160 142396 1073284    0    0     0    15 45153 167879 26 13 61  0  0
51  0      0 59493756 142400 1073276    0    0     0    15 45667 168497 27 13 60  0  0
37  0      0 59480568 142404 1073280    0    0     0    14 46915 174736 28 13 59  0  0
 1  0      0 59498176 142404 1073280    0    0     0     0 46140 173290 28 13 59  0  0
43  0      0 59499324 142404 1073280    0    0     0     9 46206 171963 27 13 60  0  0
11  0      0 59501432 142404 1073280    0    0     0    18 47457 176471 28 14 59  0  0
 2  0      0 59483996 142404 1073312    0    0     0    15 45270 167692 27 13 60  0  0
 1  0      0 59502152 142408 1073280    0    0     0    15 45039 166641 27 13 60  0  0
28  0      0 59503464 142408 1073280    0    0     0     3 45149 167475 27 13 60  0  0
40  0      0 59504248 142408 1073284    0    0     0    14 48477 181902 29 14 58  0  0
 5  0      0 59482384 142412 1073316    0    0     0     6 48343 183955 29 14 57  0  0
 6  0      0 59503656 142416 1073280    0    0     0     9 45703 170726 27 13 60  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
29  0      0 59506820 142416 1073284    0    0     0    13 45311 165065 27 13 61  0  0
 0  0      0 59510292 142416 1073328    0    0     0    18 45636 168898 27 13 60  0  0
 1  0      0 59505696 142420 1073360    0    0     0    13 48584 182440 29 14 58  0  0
19  0      0 59509392 142420 1073332    0    0     0     6 44951 166931 27 13 60  0  0
 3  0      0 59499048 142420 1073336    0    0     0     0 46144 172349 27 13 59  0  0
 4  0      0 59511820 142420 1073336    0    0     0     6 46337 173227 28 13 59  0  0
50  0      0 59512736 142420 1073336    0    0     0    25 44946 164428 27 13 60  0  0
 1  0      0 59511956 142420 1073368    0    0     0    21 48047 179792 28 14 58  0  0
18  0      0 59512872 142424 1073336    0    0     0    10 46037 172683 28 13 59  0  0
 2  0      0 59493040 142424 1073368    0    0     0     7 46523 175035 28 14 58  0  0
52  0      0 59513768 142424 1073340    0    0     0     6 45251 166810 27 13 60  0  0
26  0      0 59516032 142424 1073340    0    0     0     7 45713 169293 27 13 60  0  0
 2  0      0 59498924 142424 1073372    0    0     0     3 47241 177445 28 14 58  0  0
 0  0      0 59516444 142424 1073340    0    0     0    28 45770 169656 27 13 59  0  0
 7  0      0 59506296 142424 1073340    0    0     0     2 45169 167681 27 13 60  0  0
 7  0      0 59517168 142424 1073340    0    0     0    15 43469 196417 25 14 61  0  0
45  0      0 59519388 142424 1073340    0    0     0     0 45845 169247 27 14 59  0  0
 0  0      0 59520728 142428 1073344    0    0     0     2 45809 169283 27 13 60  0  0
38  0      0 59519408 142428 1073344    0    0     0     9 45776 169025 27 13 60  0  0
 2  0      0 59504404 142432 1073344    0    0     0    33 44879 165398 27 13 60  0  0
 6  0      0 59519432 142436 1073344    0    0     0    10 45366 168050 27 13 60  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
23  0      0 59524556 142436 1073344    0    0     0    10 45536 168492 27 13 60  0  0
 0  0      0 59522084 142436 1073376    0    0     0     8 45801 168892 27 13 60  0  0
22  0      0 59505192 142440 1073384    0    0     0     6 44697 165416 27 13 60  0  0
 3  0      0 59524572 142440 1073388    0    0     0     0 46024 171233 27 13 59  0  0
23  0      0 59525344 142448 1073388    0    0     0    30 47618 180442 28 14 58  0  0
 3  0      0 59527540 142452 1073388    0    0     0     6 46439 170697 27 13 60  0  0
 4  0      0 59526352 142456 1073388    0    0     0    12 47326 178126 29 14 58  0  0
 7  0      0 59533408 142456 1073388    0    0     0    12 46743 175318 28 13 59  0  0
52  0      0 59531728 142456 1073388    0    0     0     6 45463 168760 27 13 60  0  0
 3  0      0 59533224 142456 1073392    0    0     0     0 45708 169719 27 13 60  0  0
10  0      0 59518072 142460 1073392    0    0     0    25 45271 167595 27 13 60  0  0
27  0      0 59535856 142464 1073392    0    0     0    14 45237 168506 27 13 59  0  0
39  0      0 59537940 142468 1073392    0    0     0     9 45675 171710 27 13 60  0  0
 2  0      0 59537652 142468 1073392    0    0     0    10 48322 181841 28 14 58  0  0
11  0      0 59519464 142468 1073420    0    0     0    12 45160 168749 27 13 60  0  0
47  0      0 59540784 142472 1073384    0    0     0     6 44670 164827 27 13 60  0  0
 0  0      0 59542768 142472 1073392    0    0     0     0 48506 181654 29 14 58  0  0
39  0      0 59545896 142472 1073392    0    0     0    29 48811 184977 29 14 57  0  0
 2  0      0 59527336 142472 1073424    0    0     0    16 47726 181603 29 14 58  0  0
48  0      0 59549592 142480 1073392    0    0     0    15 45988 171037 27 14 59  0  0
 0  0      0 59556324 142484 1073396    0    0     0     9 48070 181143 28 14 58  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 59561036 142484 1073396    0    0     0     0 48145 180636 28 14 58  0  0
 1  0      0 59543156 142492 1073428    0    0     0     9 47790 179062 28 14 58  0  0
49  0      0 59569744 142500 1073400    0    0     0     6 46438 173363 28 14 59  0  0
 4  0      0 59568348 142500 1073444    0    0     0    22 45524 168498 27 13 60  0  0
43  0      0 59577036 142504 1073444    0    0     0     6 48642 184364 29 14 57  0  0
 3  0      0 59555080 142512 1073476    0    0     0    17 47915 180403 28 14 58  0  0
32  0      0 59580440 142516 1073444    0    0     0     9 45896 172157 28 14 59  0  0
 2  0      0 59582008 142516 1073444    0    0     0     0 48849 184172 29 14 57  0  0
37  0      0 59586376 142520 1073448    0    0     0     6 47854 181706 29 14 58  0  0
 1  0      0 59557916 142520 1073480    0    0     0     6 47997 183549 29 14 58  0  0
 6  0      0 59588748 142528 1073440    0    0     0    28 45654 170356 27 13 59  0  0
 1  0      0 59590476 142528 1073448    0    0     0     0 49051 185383 29 14 57  0  0
 2  0      0 59595272 142532 1073448    0    0     0    15 49445 186897 29 14 57  0  0
41  0      0 59593520 142536 1073480    0    0     0    12 48479 181549 29 14 57  0  0
 1  0      0 59597024 142540 1073448    0    0     0     6 45648 168332 27 13 60  0  0
 0  0      0 59597512 142540 1073452    0    0     0     0 46543 178350 28 13 59  0  0
14  0      0 59597772 142544 1073452    0    0     0     6 48548 183961 29 14 57  0  0
 4  0      0 59604244 142548 1073484    0    0     0    28 47691 180471 29 14 58  0  0
 1  0      0 59591104 142552 1073452    0    0     0    15 45353 168166 27 14 59  0  0
 0  0      0 59607180 142552 1073452    0    0     0     7 45610 172406 28 13 59  0  0
10  0      0 59610060 142552 1073452    0    0     0     3 48773 183709 29 14 57  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 59608936 142560 1073480    0    0     0    30 44886 165731 27 13 60  0  0
39  0      0 59609432 142560 1073484    0    0     0     3 45474 168331 27 14 59  0  0
 7  0      0 59612592 142560 1073484    0    0     0     0 44566 165780 27 13 60  0  0
44  0      0 59601668 142560 1073516    0    0     0    29 45312 168296 27 13 60  0  0
 0  0      0 59602868 142560 1073556    0    0     0    12 45750 171017 28 13 59  0  0
 5  0      0 59605792 142564 1073556    0    0     0    12 44908 166295 27 13 60  0  0
31  0      0 59608024 142564 1073556    0    0     0     3 45335 167126 27 13 59  0  0
21  0      0 59626688 142568 1073524    0    0     0     2 44446 180405 27 14 60  0  0
22  0      0 59616964 142568 1073560    0    0     0     0 38405 196945 22 14 64  0  0
15  0      0 59632244 142568 1073528    0    0     0     6 38974 200928 22 14 64  0  0
 8  0      0 59635964 142572 1073528    0    0     0    35 38734 199731 22 14 64  0  0
 3  0      0 59640392 142572 1073528    0    0     0     3 37912 192037 21 13 65  0  0
 0  0      0 59621592 142576 1073560    0    0     0     6 37927 194264 21 13 65  0  0
 1  0      0 59622552 142576 1073560    0    0     0     3 39977 192574 23 14 63  0  0
26  0      0 59641520 142580 1073532    0    0     0     6 45786 170249 28 13 59  0  0
 6  0      0 59645032 142584 1073532    0    0     0     6 45323 167721 28 13 59  0  0
 1  0      0 59631172 142584 1073532    0    0     0    26 45529 167944 27 13 59  0  0
 1  0      0 59636092 142584 1073532    0    0     0    15 45643 170006 28 13 59  0  0
12  0      0 59651288 142588 1073532    0    0     0     6 46246 172453 28 13 59  0  0
 1  0      0 59653768 142588 1073532    0    0     0     6 44131 166909 27 13 60  0  0
38  0      0 59657464 142588 1073532    0    0     0     3 45202 168396 28 13 59  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 59662520 142592 1073536    0    0     0     6 43716 163421 27 13 61  0  0
 1  0      0 59662824 142596 1073536    0    0     0    13 45213 166628 27 13 60  0  0
 5  0      0 59666332 142596 1073536    0    0     0    25 45738 168509 28 13 59  0  0
 0  0      0 59670480 142596 1073536    0    0     0     6 45395 169504 28 13 59  0  0
11  0      0 59651128 142596 1073572    0    0     0     6 44910 166495 27 13 60  0  0
50  0      0 59659084 142596 1073612    0    0     0     0 46192 173532 28 14 58  0  0
 2  0      0 59679072 142604 1073584    0    0     0     9 45423 167251 28 13 59  0  0
11  0      0 59680336 142608 1073584    0    0     0    11 45294 166894 27 13 60  0  0
27  0      0 59669900 142612 1073616    0    0     0    20 44745 165482 27 13 60  0  0
 3  0      0 59672804 142616 1073616    0    0     0    22 46542 174120 28 13 58  0  0
 0  0      0 59691640 142616 1073584    0    0     0     6 44550 177947 27 13 60  0  0
 1  0      0 59694364 142616 1073584    0    0     0     0 45811 170392 28 13 59  0  0
 3  0      0 59677052 142616 1073588    0    0     0     0 45826 171869 28 14 58  0  0
 3  0      0 59679756 142616 1073620    0    0     0     9 46683 174919 28 13 59  0  0
 0  0      0 59701252 142620 1073588    0    0     0     5 46465 172329 28 13 59  0  0
35  0      0 59701292 142624 1073588    0    0     0    18 45788 171925 28 14 58  0  0
45  0      0 59705440 142624 1073588    0    0     0    18 45863 171450 28 14 58  0  0
40  0      0 59705688 142628 1073592    0    0     0     6 47379 178300 29 14 58  0  0
 1  0      0 59705920 142632 1073592    0    0     0     6 46206 173147 28 14 58  0  0
 1  0      0 59709836 142632 1073596    0    0     0     0 45553 167021 27 13 59  0  0
 1  0      0 59712028 142636 1073596    0    0     0    13 46730 174956 28 13 59  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 59715128 142636 1073596    0    0     0    14 44776 165185 27 13 60  0  0
17  0      0 59716752 142640 1073596    0    0     0    12 48559 184788 29 14 57  0  0
 1  0      0 59718632 142640 1073596    0    0     0    22 44713 176486 27 13 60  0  0
 9  0      0 59710820 142644 1073628    0    0     0     6 38427 196281 22 13 65  0  0
15  0      0 59727768 142648 1073592    0    0     0     6 38617 196413 22 14 65  0  0
 4  0      0 59725024 142648 1073600    0    0     0     3 45032 188535 27 14 59  0  0
 6  0      0 59734348 142656 1073640    0    0     0    15 48082 181893 29 14 58  0  0
 2  0      0 59712120 142656 1073672    0    0     0    12 47206 176816 28 14 58  0  0
 1  0      0 59737036 142656 1073640    0    0     0    22 46524 175816 28 14 58  0  0
26  0      0 59737648 142656 1073640    0    0     0     6 49263 185070 29 14 57  0  0
 0  0      0 59739836 142656 1073640    0    0     0     0 48100 179746 29 14 58  0  0
40  0      0 59741412 142656 1073640    0    0     0     9 44953 166459 27 13 60  0  0
 1  0      0 59744200 142656 1073644    0    0     0     3 44821 166640 27 13 60  0  0
43  0      0 59749544 142656 1073644    0    0     0    23 45810 168693 28 13 59  0  0
 0  0      0 59751828 142656 1073644    0    0     0    15 44769 165936 27 13 60  0  0
51  0      0 59741436 142656 1073676    0    0     0     6 45588 169201 27 13 59  0  0
 4  0      0 59754544 142660 1073640    0    0     0     9 48118 182135 29 14 57  0  0
35  0      0 59758388 142660 1073644    0    0     0     0 45222 166972 27 13 60  0  0
 1  0      0 59761876 142664 1073648    0    0     0     6 44595 164063 27 13 60  0  0
 0  0      0 59750704 142668 1073680    0    0     0    19 47041 176005 28 14 58  0  0
34  0      0 59766148 142676 1073648    0    0     0    14 46524 174122 28 13 58  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 59765628 142680 1073648    0    0     0    15 46014 170339 28 14 59  0  0
 9  0      0 59769896 142680 1073648    0    0     0     9 47805 181013 29 14 57  0  0
19  0      0 59775156 142680 1073648    0    0     0     6 45460 170399 28 13 59  0  0
14  0      0 59778032 142680 1073648    0    0     0     0 46019 170995 27 13 59  0  0
47  0      0 59779744 142680 1073652    0    0     0    18 46569 173234 28 13 59  0  0
29  0      0 59788128 142680 1073656    0    0     0     9 45536 168766 28 13 59  0  0
29  0      0 59773248 142680 1073688    0    0     0     3 46005 172711 28 13 59  0  0
 5  0      0 59789536 142684 1073696    0    0     0    25 46414 174988 28 14 58  0  0
 1  0      0 59778228 142688 1073728    0    0     0     2 44761 166410 27 13 59  0  0
 0  0      0 59790652 142688 1073696    0    0     0     6 48398 183438 29 14 57  0  0
14  0      0 59790172 142688 1073696    0    0     0    18 45141 165477 27 13 59  0  0
38  0      0 59775788 142688 1073732    0    0     0     0 45662 170841 28 13 59  0  0
 0  0      0 59796820 142688 1073700    0    0     0    10 46393 173446 28 13 59  0  0
35  0      0 59802296 142688 1073700    0    0     0    19 45389 168505 28 14 59  0  0
32  0      0 59803508 142688 1073700    0    0     0     6 47947 180337 29 13 58  0  0
 4  0      0 59806536 142692 1073700    0    0     0     6 48733 184362 29 14 57  0  0
33  0      0 59810788 142692 1073732    0    0     0    18 46448 177025 29 14 58  0  0
 3  0      0 59814524 142692 1073704    0    0     0     6 47138 176959 28 14 58  0  0
 4  0      0 59813988 142692 1073704    0    0     0     0 48317 182497 29 14 58  0  0
 1  0      0 59813644 142692 1073704    0    0     0    16 46367 173134 28 13 59  0  0
 1  0      0 59799104 142700 1073736    0    0     0    22 45173 169494 27 13 60  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 59822664 142700 1073708    0    0     0     6 46174 170496 28 13 59  0  0
14  0      0 59825024 142700 1073708    0    0     0     0 47861 180235 29 14 58  0  0
 0  0      0 59829308 142700 1073708    0    0     0    18 47719 179311 29 13 58  0  0
 1  0      0 59810104 142704 1073744    0    0     0     6 45032 182306 27 13 60  0  0
16  0      0 59832836 142708 1073712    0    0     0     6 38617 199004 22 14 65  0  0
17  0      0 59833620 142708 1073712    0    0     0    19 39034 197046 22 13 65  0  0
13  0      0 59834868 142712 1073712    0    0     0    10 41051 212752 23 14 63  0  0
 0  0      0 59835836 142712 1073712    0    0     0     6 40375 208396 23 14 63  0  0
14  0      0 59826280 142712 1073752    0    0     0    12 38141 194566 22 14 64  0  0
