procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 59597508 147336 1113300    0    0     0    22 33677 134541 18 11 70  0  0
 5  0      0 59602588 147336 1113300    0    0     0     3 33175 134542 18 11 71  0  0
 1  0      0 59613212 147336 1113300    0    0     0     6 33267 136044 18 11 71  0  0
 2  0      0 59624272 147348 1113292    0    0     0    28 31802 127464 16 11 73  0  0
 6  0      0 59626228 147352 1113324    0    0     0     7 31288 127857 16 11 73  0  0
13  0      0 59635652 147352 1113360    0    0     0    15 32364 131446 17 11 72  0  0
 1  0      0 59646484 147352 1113360    0    0     0    24 32309 133762 17 11 71  0  0
 8  0      0 59646852 147356 1113332    0    0     0    17 31722 129190 17 11 72  0  0
10  0      0 59655688 147360 1113324    0    0     0     6 31959 131130 17 11 72  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 59662068 147360 1113396    0    0     0    12 31927 130770 17 11 72  0  0
 0  0      0 59667044 147364 1113392    0    0     0    10 31449 127634 16 11 73  0  0
17  0      0 59668564 147364 1113364    0    0     0     0 31877 131801 17 12 72  0  0
11  0      0 59674096 147368 1113364    0    0     0    12 31055 128844 16 11 73  0  0
 2  0      0 59657860 147368 1113400    0    0     0    36 31177 126085 16 11 73  0  0
16  0      0 59683728 147368 1113400    0    0     0     6 31811 128983 16 11 73  0  0
 2  0      0 59686044 147368 1113368    0    0     0     9 35354 127910 20 11 69  0  0
22  0      0 59691352 147368 1113368    0    0     0     0 34511 121954 20 11 69  0  0
 7  0      0 59678952 147368 1113400    0    0     0     6 34526 124082 20 11 69  0  0
50  0      0 59685784 147368 1113400    0    0     0    16 34881 123672 20 11 69  0  0
 1  0      0 59700848 147368 1113368    0    0     0     6 35336 125909 19 11 70  0  0
31  0      0 59707644 147368 1113372    0    0     0    25 34564 124985 19 11 70  0  0
48  0      0 59696584 147368 1113372    0    0     0     7 34353 121238 20 11 69  0  0
15  0      0 59700388 147368 1113372    0    0     0    10 36629 126651 21 11 68  0  0
 1  0      0 59714952 147368 1113372    0    0     0     0 34232 126934 19 11 70  0  0
20  0      0 59726776 147372 1113372    0    0     0    16 32412 132339 17 11 72  0  0
 1  0      0 59715968 147376 1113372    0    0     0     2 31488 129781 16 11 72  0  0
 0  0      0 59720852 147376 1113372    0    0     0    27 31744 129408 17 11 72  0  0
 2  0      0 59737160 147376 1113376    0    0     0     6 32487 131882 17 11 71  0  0
37  0      0 59744920 147376 1113376    0    0     0     6 34398 129929 18 11 70  0  0
17  0      0 59744032 147376 1113376    0    0     0     3 34431 124851 19 11 70  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 59747024 147380 1113408    0    0     0     9 36759 132819 20 11 69  0  0
26  0      0 59757316 147380 1113452    0    0     0    15 35948 125374 20 11 69  0  0
44  0      0 59764872 147380 1113420    0    0     0     3 34083 119729 19 11 70  0  0
 3  0      0 59769696 147380 1113420    0    0     0    25 35448 126661 20 11 69  0  0
 2  0      0 59752896 147380 1113456    0    0     0     2 35467 123349 20 11 69  0  0
 2  0      0 59762024 147380 1113456    0    0     0     7 35487 124655 20 11 69  0  0
 1  0      0 59787428 147380 1113424    0    0     0     9 34687 123681 19 11 70  0  0
 4  0      0 59791052 147380 1113424    0    0     0     0 33877 120213 19 11 70  0  0
31  0      0 59795044 147380 1113456    0    0     0    19 37630 129905 21 11 68  0  0
27  0      0 59780920 147384 1113428    0    0     0     9 34966 125195 20 11 69  0  0
 3  0      0 59808684 147384 1113432    0    0     0    16 36404 131674 20 11 68  0  0
12  0      0 59816852 147388 1113432    0    0     0     6 36881 131141 21 11 67  0  0
43  0      0 59826280 147388 1113432    0    0     0     9 37250 130490 21 11 68  0  0
 2  0      0 59818508 147388 1113464    0    0     0    10 35902 127645 21 11 68  0  0
 7  0      0 59840740 147392 1113432    0    0     0     6 36291 128578 20 11 68  0  0
39  0      0 59848740 147392 1113432    0    0     0    18 36758 131030 21 11 68  0  0
26  0      0 59850716 147396 1113432    0    0     0     6 35611 122709 20 11 69  0  0
 4  0      0 59827172 147396 1113468    0    0     0    26 34974 121283 20 11 70  0  0
 3  0      0 59872056 147396 1113436    0    0     0     6 35022 125662 20 11 69  0  0
14  0      0 59878356 147396 1113436    0    0     0     0 35896 126443 20 11 69  0  0
 6  0      0 59887832 147396 1113436    0    0     0    10 36871 129954 21 11 68  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 59894344 147396 1113468    0    0     0    10 36971 128786 21 11 68  0  0
 2  0      0 59905852 147400 1113432    0    0     0    18 35365 126621 20 11 68  0  0
 0  0      0 59916392 147400 1113476    0    0     0     0 37575 130110 21 11 68  0  0
 0  0      0 59921596 147404 1113476    0    0     0    30 37050 129889 21 12 67  0  0
11  0      0 59928156 147404 1113508    0    0     0     6 36605 131739 21 11 68  0  0
14  0      0 59917636 147404 1113476    0    0     0     6 35080 124544 20 11 70  0  0
35  0      0 59954084 147404 1113476    0    0     0    15 36682 131143 21 11 68  0  0
 0  0      0 59964012 147404 1113476    0    0     0     3 38075 134198 21 11 67  0  0
 1  0      0 59972744 147408 1113476    0    0     0    22 38284 134636 21 11 68  0  0
13  0      0 59981956 147412 1113480    0    0     0    24 34009 132058 19 11 70  0  0
24  0      0 59993144 147412 1113480    0    0     0     6 32496 131653 17 11 72  0  0
11  0      0 60004500 147412 1113480    0    0     0     0 33594 136295 18 11 71  0  0
49  0      0 60011532 147416 1113480    0    0     0     6 35250 127467 20 11 69  0  0
37  0      0 60022544 147420 1113480    0    0     0    12 35919 127592 21 11 68  0  0
47  0      0 60032292 147420 1113480    0    0     0    12 34245 123219 20 11 70  0  0
 2  0      0 60043540 147420 1113480    0    0     0    10 35339 128065 20 11 69  0  0
 1  0      0 60058584 147420 1113484    0    0     0    25 34662 121531 20 11 69  0  0
 0  0      0 60053168 147420 1113516    0    0     0     6 36146 129413 21 11 68  0  0
30  0      0 60086436 147420 1113484    0    0     0     6 35833 128809 21 11 68  0  0
18  0      0 60098140 147420 1113484    0    0     0     0 35007 127569 20 11 69  0  0
 0  0      0 60097900 147420 1113484    0    0     0     9 37000 133894 21 11 68  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 60119488 147424 1113484    0    0     0    19 35503 121644 20 10 70  0  0
 0  0      0 60135172 147424 1113484    0    0     0     9 34335 121808 20 11 69  0  0
34  0      0 60133188 147424 1113488    0    0     0    22 35838 125797 21 11 68  0  0
44  0      0 60163480 147424 1113532    0    0     0     6 35607 126270 21 11 68  0  0
22  0      0 60180132 147424 1113532    0    0     0     0 35281 124347 20 11 69  0  0
 1  0      0 60189824 147424 1113532    0    0     0     0 35209 122371 20 11 70  0  0
 0  0      0 60204632 147424 1113532    0    0     0    12 34632 122727 20 11 70  0  0
 0  0      0 60220664 147428 1113536    0    0     0    23 34556 125111 20 11 69  0  0
 7  0      0 60235592 147428 1113572    0    0     0    16 35636 126724 21 11 68  0  0
 9  0      0 60248960 147432 1113540    0    0     0     6 36240 127446 21 11 68  0  0
 4  0      0 60267352 147432 1113540    0    0     0     6 35898 130462 20 11 69  0  0
33  0      0 60266004 147432 1113572    0    0     0     0 35598 128130 21 11 68  0  0
 1  0      0 60304228 147432 1113540    0    0     0     6 35708 127300 20 11 69  0  0
 1  0      0 60315412 147436 1113540    0    0     0     9 34567 123329 20 11 69  0  0
25  0      0 60334992 147436 1113540    0    0     0    26 36897 129413 21 11 67  0  0
 2  0      0 60331540 147444 1113544    0    0     0    15 34613 122535 20 11 69  0  0
 4  0      0 60363996 147448 1113544    0    0     0     6 36703 128768 21 11 67  0  0
10  0      0 60387772 147452 1113544    0    0     0     6 37735 132435 22 12 66  0  0
 1  0      0 60404964 147452 1113576    0    0     0     9 37089 130044 21 11 67  0  0
 1  0      0 60405392 147452 1113544    0    0     0     6 36206 128148 20 11 68  0  0
 0  0      0 60444936 147452 1113544    0    0     0    16 36799 131969 21 11 67  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 60460060 147456 1113544    0    0     0    15 35439 124188 20 11 69  0  0
 1  0      0 60481708 147460 1113580    0    0     0    17 36483 128277 20 11 69  0  0
16  0      0 60479184 147460 1113548    0    0     0     6 35758 126429 20 11 69  0  0
 3  0      0 60523536 147460 1113548    0    0     0     0 36296 130115 21 11 68  0  0
 1  0      0 60543136 147460 1113588    0    0     0     6 37573 135683 22 11 67  0  0
 8  0      0 60564532 147460 1113588    0    0     0    18 37492 133962 22 11 67  0  0
26  0      0 60566236 147464 1113620    0    0     0    15 36152 128770 22 11 67  0  0
 1  0      0 60606892 147464 1113588    0    0     0    18 36010 125206 21 11 68  0  0
60  0      0 60624316 147464 1113592    0    0     0     0 37052 130009 22 11 67  0  0
24  0      0 60649428 147464 1113592    0    0     0     6 36992 129665 22 11 67  0  0
 2  0      0 60641440 147464 1113624    0    0     0     9 35011 121464 21 11 68  0  0
 1  0      0 60685428 147464 1113592    0    0     0    15 35849 126094 20 11 69  0  0
 2  0      0 60706356 147464 1113592    0    0     0     3 35753 127492 20 11 69  0  0
 0  0      0 60727172 147464 1113592    0    0     0    25 37474 132373 21 11 67  0  0
 0  0      0 60744416 147472 1113628    0    0     0    10 36043 127299 21 11 68  0  0
 1  0      0 60748688 147480 1113596    0    0     0     6 35149 124982 20 11 69  0  0
 0  0      0 60788616 147484 1113596    0    0     0     6 37076 132357 22 11 67  0  0
44  0      0 60808312 147484 1113596    0    0     0     0 36061 127561 21 11 68  0  0
 1  0      0 60829440 147484 1113628    0    0     0    15 35813 125011 20 11 69  0  0
 2  0      0 60828000 147484 1113596    0    0     0    25 35230 126167 20 11 69  0  0
 1  0      0 60865464 147484 1113596    0    0     0     6 34930 124884 20 10 69  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 60884900 147484 1113604    0    0     0    10 35548 122318 20 11 69  0  0
 2  0      0 60903316 147488 1113636    0    0     0     9 35098 123236 20 11 70  0  0
15  0      0 60909052 147488 1113572    0    0     0     6 36787 130802 21 11 68  0  0
 3  0      0 60947392 147488 1113604    0    0     0     0 36156 128862 21 11 68  0  0
47  0      0 60965068 147492 1113608    0    0     0    18 37559 132189 22 11 67  0  0
 3  0      0 60987000 147492 1113648    0    0     0    25 37143 128677 21 11 67  0  0
 1  0      0 60991328 147492 1113680    0    0     0     9 36266 128305 21 11 68  0  0
 0  0      0 61039340 147496 1113652    0    0     0     6 34914 124319 21 11 69  0  0
 3  0      0 61053692 147496 1113652    0    0     0     7 36428 128227 21 11 68  0  0
 4  0      0 61077352 147496 1113680    0    0     0    19 35171 127267 21 11 68  0  0
11  0      0 61099492 147500 1113680    0    0     0    14 35442 126776 21 11 68  0  0
 0  0      0 61120100 147500 1113712    0    0     0     4 35557 128851 21 11 68  0  0
 1  0      0 61138924 147500 1113712    0    0     0    25 36686 131900 21 11 68  0  0
14  0      0 61158144 147500 1113684    0    0     0    12 34789 125193 20 11 69  0  0
 4  0      0 61180948 147500 1113684    0    0     0     0 31680 129867 17 11 72  0  0
 6  0      0 61171680 147500 1113716    0    0     0    10 32480 131704 17 11 71  0  0
14  0      0 61205584 147504 1113716    0    0     0    15 32800 133217 18 11 71  0  0
42  0      0 61218192 147504 1113684    0    0     0     0 32921 129222 18 11 71  0  0
 3  0      0 61232988 147504 1113684    0    0     0    22 34566 125055 20 11 69  0  0
33  0      0 61239164 147504 1113716    0    0     0     9 35436 127914 20 11 69  0  0
 2  0      0 61254564 147508 1113720    0    0     0     9 34622 122180 21 11 69  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 61292988 147512 1113688    0    0     0     6 35418 125911 20 11 68  0  0
34  0      0 61304928 147512 1113688    0    0     0     9 35331 127827 20 11 69  0  0
23  0      0 61288944 147512 1113720    0    0     0     7 35027 127341 21 11 68  0  0
 2  0      0 61291308 147512 1113720    0    0     0     6 35988 131799 21 11 68  0  0
 3  0      0 61306516 147516 1113688    0    0     0    25 35864 130322 21 11 68  0  0
 1  0      0 61304068 147516 1113692    0    0     0     9 34812 124053 21 11 69  0  0
 0  0      0 61284944 147516 1113764    0    0     0     3 35768 126699 20 11 69  0  0
12  0      0 61282604 147516 1113764    0    0     0     6 35675 128721 21 11 68  0  0
 1  0      0 61293108 147520 1113732    0    0     0    12 35689 126436 21 11 68  0  0
 0  0      0 61292272 147520 1113732    0    0     0     3 34773 123349 21 11 68  0  0
 1  0      0 61275536 147524 1113732    0    0     0    10 34888 125057 21 11 68  0  0
55  0      0 61271172 147524 1113732    0    0     0    18 34656 123975 20 11 69  0  0
 1  0      0 61279572 147524 1113736    0    0     0    12 34535 124688 20 11 69  0  0
50  0      0 61277404 147524 1113736    0    0     0     9 35166 126414 20 11 69  0  0
14  0      0 61275664 147524 1113736    0    0     0     0 35655 128234 21 11 68  0  0
13  0      0 61273172 147528 1113736    0    0     0    12 32491 128288 18 11 71  0  0
17  0      0 61267288 147532 1113736    0    0     0    12 32423 131453 17 11 71  0  0
 0  0      0 61266196 147536 1113736    0    0     0    11 31495 128084 17 11 72  0  0
46  0      0 61262476 147536 1113740    0    0     0    19 33325 129498 19 11 70  0  0
38  0      0 61257800 147536 1113740    0    0     0     2 35993 128673 21 11 69  0  0
 0  0      0 61255796 147536 1113740    0    0     0     9 34458 130654 20 11 69  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 61256012 147536 1113740    0    0     0    12 32546 122671 18 11 71  0  0
 2  0      0 61236964 147536 1113772    0    0     0     0 34923 122840 21 11 68  0  0
46  0      0 61247196 147536 1113740    0    0     0    12 36826 131434 21 11 67  0  0
21  0      0 61242336 147536 1113740    0    0     0    23 36437 126072 21 11 69  0  0
21  0      0 61239512 147536 1113744    0    0     0     6 36288 127457 21 11 68  0  0
56  0      0 61218824 147536 1113780    0    0     0     6 35383 125291 20 11 69  0  0
 0  0      0 61233796 147540 1113744    0    0     0    18 36283 128769 21 11 68  0  0
 2  0      0 61226432 147540 1113788    0    0     0     0 36633 130174 22 11 67  0  0
 0  0      0 61225340 147544 1113788    0    0     0    10 37857 134167 22 11 67  0  0
 2  0      0 61202984 147548 1113820    0    0     0    28 35650 126654 21 11 68  0  0
 2  0      0 61219256 147548 1113788    0    0     0     6 36638 128932 22 11 67  0  0
33  0      0 61215560 147548 1113792    0    0     0     6 37398 133675 22 11 67  0  0
 1  0      0 61213648 147556 1113796    0    0     0    12 35052 132127 20 11 69  0  0
20  0      0 61189632 147556 1113828    0    0     0     9 32749 132665 18 11 71  0  0
 1  0      0 61206168 147556 1113796    0    0     0     6 33218 135626 18 11 70  0  0
 2  0      0 61199364 147556 1113796    0    0     0     3 32893 133002 18 11 71  0  0
 1  0      0 61196540 147560 1113796    0    0     0    28 35438 132767 20 11 69  0  0
51  0      0 61169944 147568 1113832    0    0     0     6 35955 125999 21 11 68  0  0
 8  0      0 61189972 147576 1113800    0    0     0     9 35414 127927 20 11 68  0  0
38  0      0 61185556 147576 1113800    0    0     0     8 36146 128140 21 11 68  0  0
 5  0      0 61183160 147584 1113800    0    0     0    10 37639 133223 22 11 67  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 61159392 147588 1113832    0    0     0     9 37207 133190 22 11 67  0  0
51  0      0 61179644 147588 1113800    0    0     0     6 35463 123971 21 11 68  0  0
22  0      0 61174724 147588 1113800    0    0     0    22 36175 128301 21 11 68  0  0
 4  0      0 61168856 147592 1113804    0    0     0     6 36482 126630 21 11 68  0  0
 3  0      0 61165512 147596 1113804    0    0     0    12 37579 132057 22 11 67  0  0
 2  0      0 61163124 147604 1113804    0    0     0     6 35080 126225 21 11 68  0  0
 1  0      0 61161496 147604 1113804    0    0     0    11 34796 124093 21 11 69  0  0
12  0      0 61153152 147604 1113804    0    0     0     6 35870 126334 21 11 68  0  0
 2  0      0 61153476 147608 1113844    0    0     0    22 35752 127864 21 11 68  0  0
